infraction_description,set_fine_amount,location2
PARK PROHIBITED TIME NO PERMIT,***64129,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0132,NR,719 RHODES AVE,,,ON,719 RHODES AVE
PARK PROHIBITED TIME NO PERMIT,***43446,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,290 CARLAW AVE,,,ON,290 CARLAW AVE
PARK PROHIBITED TIME NO PERMIT,***65205,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0133,W/S,FORMAN AVE,N/O,SOUDAN AVE,ON,FORMAN AVE
PARK PROHIBITED TIME NO PERMIT,***32858,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,165 BINGHAM AVE,,,ON,165 BINGHAM AVE
PARK PROHIBITED TIME NO PERMIT,***64130,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,709 RHODES AVE,,,ON,709 RHODES AVE
PARK PROHIBITED TIME NO PERMIT,***90426,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0133,NR,2 GAMBLE AVE,,,ON,2 GAMBLE AVE
PARK PROHIBITED TIME NO PERMIT,***65206,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0134,W/S,FORMAN AVE,N/O,SOUDAN AVE,ON,FORMAN AVE
PARK PROHIBITED TIME NO PERMIT,***88905,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0134,NR,22 ORIOLE CRES,,,ON,22 ORIOLE CRES
PARK PROHIBITED TIME NO PERMIT,***17854,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0135,NR,105 WEST LODGE AVE,,,ON,105 WEST LODGE AVE
PARK PROHIBITED TIME NO PERMIT,***88906,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0135,NR,30 ORIOLE CRES,,,ON,30 ORIOLE CRES
PARK PROHIBITED TIME NO PERMIT,***17855,20220101,29,PARK PROHIBITED TIME NO PERMIT,30,0136,NR,105 WEST LODGE AVE,,,ON,105 WEST LODGE AVE
